Chromosome/scaffold name	Gene start (bp)	Gene stable ID version	Strand
17	6504264	ENSG00000200914.1	-1
17	6555059	ENSG00000256806.1	1
14	105639275	ENSG00000183828.10	-1
2	44039611	ENSG00000138075.7	-1
20	37209838	ENSG00000182035.7	1
4	101316498	ENSG00000164035.5	-1
5	179289066	ENSG00000197226.8	-1
7	27778950	ENSG00000106052.9	1
1	38326369	ENSG00000204084.8	-1
5	60047618	ENSG00000164181.9	-1
12	48178706	ENSG00000268069.1	1
20	37230577	ENSG00000124143.6	1
5	140430979	ENSG00000171815.3	1
5	78985700	ENSG00000164309.10	1
16	90086037	ENSG00000141013.10	1
5	140474227	ENSG00000112852.4	1
X	112017731	ENSG00000126016.9	-1
1	111682249	ENSG00000134255.9	1
9	117164360	ENSG00000095397.9	-1
20	37353105	ENSG00000101438.3	1
5	140480234	ENSG00000113205.2	1
17	7163222	ENSG00000181885.14	-1
7	64330550	ENSG00000198039.7	1
17	6556783	ENSG00000261996.1	-1
1	156163880	ENSG00000160785.9	1
17	6558759	ENSG00000264468.1	-1
5	140501581	ENSG00000081818.1	1
17	6653004	ENSG00000262990.1	-1
1	16062900	ENSG00000162461.7	1
20	37377085	ENSG00000101442.8	1
17	6653037	ENSG00000244283.1	1
19	4153598	ENSG00000060566.9	1
5	140514800	ENSG00000113209.6	1
HSCHR17_5_CTG4	39382900	ENSG00000263090.2	1
12	100967461	ENSG00000139354.6	1
1	16068917	ENSG00000162460.6	1
X	152157368	ENSG00000198883.7	-1
HSCHR17_5_CTG4	39388714	ENSG00000262749.2	1
19	39930212	ENSG00000213922.1	1
HSCHR17_5_CTG4	39405871	ENSG00000262512.2	1
7	94536514	ENSG00000158528.7	1
2	136545410	ENSG00000115850.5	-1
HSCHR6_MHC_MCF	32142344	ENSG00000228628.4	-1
17	6757180	ENSG00000262943.3	1
HSCHR17_5_CTG4	39411573	ENSG00000267728.1	1
HSCHR17_5_CTG4	39421610	ENSG00000267635.1	1
11	47738072	ENSG00000109920.8	-1
9	117350026	ENSG00000136888.6	1
X	152224766	ENSG00000183837.8	1
8	75146935	ENSG00000104369.4	-1
6	31082867	ENSG00000204539.3	-1
15	85291866	ENSG00000166716.5	1
HG104_HG975_PATCH	144766622	ENSG00000261516.1	1
X	152240819	ENSG00000235961.3	1
12	48235320	ENSG00000111424.6	-1
6	31105313	ENSG00000204538.3	-1
HG115_PATCH	101928441	ENSG00000259885.1	1
9	117373486	ENSG00000157693.10	1
16	58553855	ENSG00000125107.12	-1
HSCHR17_5_CTG4	39447756	ENSG00000262218.1	-1
HSCHR17_5_CTG4	39394253	ENSG00000267208.1	1
1	156182773	ENSG00000260238.1	1
HSCHR17_5_CTG4	39426534	ENSG00000263103.1	1
1	16083102	ENSG00000162458.8	1
1	38422647	ENSG00000183431.7	-1
3	57094469	ENSG00000186451.1	1
HG115_PATCH	102007152	ENSG00000261283.1	1
3	37427760	ENSG00000198590.7	1
12	6437923	ENSG00000067182.3	-1
HSCHR6_MHC_MCF	32172915	ENSG00000223666.2	-1
20	37434348	ENSG00000101445.5	1
17	17713713	ENSG00000072310.12	-1
1	111729796	ENSG00000162777.12	-1
11	405716	ENSG00000185187.8	-1
9	117546915	ENSG00000181634.7	-1
8	75233365	ENSG00000104381.8	1
5	140529683	ENSG00000113211.3	1
9	117656003	ENSG00000106952.3	-1
5	140535577	ENSG00000255622.1	1
6	131949582	ENSG00000154269.10	1
5	79275584	ENSG00000177034.10	-1
HSCHR6_MHC_MCF	32192562	ENSG00000227122.5	-1
5	140552243	ENSG00000113212.4	1
5	60169658	ENSG00000049167.9	-1
14	74486056	ENSG00000119636.11	1
5	140557371	ENSG00000120322.2	1
7	27870192	ENSG00000153814.7	-1
17	6830791	ENSG00000262503.1	-1
15	85359911	ENSG00000136383.6	1
17	6857417	ENSG00000263316.1	-1
5	140560980	ENSG00000196963.2	1
17	6888813	ENSG00000267047.1	-1
HG115_PATCH	101796635	ENSG00000261535.1	-1
X	113818551	ENSG00000147246.5	1
17	6897961	ENSG00000262089.1	-1
12	101111304	ENSG00000151572.12	1
HG115_PATCH	101816779	ENSG00000260294.1	1
17	6919137	ENSG00000267532.2	-1
5	140571942	ENSG00000120324.4	1
3	101546835	ENSG00000144802.7	1
22	50919985	ENSG00000128165.7	1
8	131064353	ENSG00000153317.10	-1
HG115_PATCH	101837356	ENSG00000262778.1	-1
HG115_PATCH	101881601	ENSG00000266484.1	-1
HG115_PATCH	101936383	ENSG00000263739.1	1
HG115_PATCH	101970536	ENSG00000261518.1	-1
5	140579183	ENSG00000197479.4	1
HG115_PATCH	101980149	ENSG00000263152.1	1
1	16174359	ENSG00000065526.6	1
HG115_PATCH	101980596	ENSG00000259965.1	1
20	37554955	ENSG00000101447.9	1
4	69313167	ENSG00000087128.5	1
17	6962253	ENSG00000262067.1	1
11	130029457	ENSG00000149418.6	1
HG115_PATCH	101991668	ENSG00000260097.1	-1
14	54416454	ENSG00000125378.11	-1
17	7044249	ENSG00000213876.4	1
17	7126616	ENSG00000199053.1	-1
19	4174106	ENSG00000077463.10	-1
11	47799639	ENSG00000030066.9	-1
22	50925213	ENSG00000100253.8	1
8	75512010	ENSG00000254349.1	1
3	37493606	ENSG00000144668.7	1
7	64432154	ENSG00000152926.10	-1
5	79287134	ENSG00000113296.10	1
7	64451187	ENSG00000213462.4	-1
5	140588269	ENSG00000120328.4	1
1	156182784	ENSG00000160783.15	1
X	152240839	ENSG00000224201.3	1
5	140593509	ENSG00000187372.9	1
7	130020180	ENSG00000091704.5	1
X	114238538	ENSG00000123496.3	-1
17	7169374	ENSG00000202251.1	-1
HG115_PATCH	101996513	ENSG00000259875.1	1
17	7186266	ENSG00000263342.1	-1
17	7233771	ENSG00000224647.2	1
17	1619817	ENSG00000167716.14	1
19	39971052	ENSG00000105197.6	1
17	7184986	ENSG00000181856.10	1
5	140602931	ENSG00000120327.4	1
7	64838712	ENSG00000146757.9	1
HG115_PATCH	102007442	ENSG00000261073.1	1
2	44066103	ENSG00000143921.6	1
11	85955586	ENSG00000074266.13	1
17	7256006	ENSG00000263171.1	-1
17	7323422	ENSG00000262880.1	1
HG115_PATCH	102023745	ENSG00000260993.1	-1
5	140625147	ENSG00000113248.3	1
HG115_PATCH	102049022	ENSG00000263329.1	-1
17	7339876	ENSG00000262624.1	-1
HG115_PATCH	102070098	ENSG00000259872.1	-1
5	140682196	ENSG00000120329.4	-1
15	85427885	ENSG00000156222.7	1
8	75736772	ENSG00000137558.3	1
2	242295658	ENSG00000006607.9	1
19	16589868	ENSG00000269058.1	-1
HG104_HG975_PATCH	144789522	ENSG00000261246.1	-1
11	130096572	ENSG00000196323.7	-1
5	140698057	ENSG00000178913.5	-1
4	69402902	ENSG00000197888.2	-1
3	185194284	ENSG00000163900.6	-1
19	16589878	ENSG00000141979.4	-1
HG104_HG975_PATCH	144798429	ENSG00000260463.1	1
4	69512348	ENSG00000196620.4	-1
6	33161365	ENSG00000204231.6	-1
16	20634559	ENSG00000166743.5	-1
4	101944566	ENSG00000138814.12	-1
19	54799854	ENSG00000170866.7	-1
1	111743393	ENSG00000064886.9	1
16	90095316	ENSG00000221819.2	-1
7	28338940	ENSG00000146592.12	1
5	140710252	ENSG00000204956.4	1
1	38462442	ENSG00000183386.5	-1
19	16607122	ENSG00000105072.4	1
14	54863567	ENSG00000100526.15	1
8	75896750	ENSG00000121005.4	1
16	90122974	ENSG00000126856.9	-1
12	48357352	ENSG00000134291.7	1
HSCHR6_MHC_DBB	32236325	ENSG00000226892.2	-1
17	7342478	ENSG00000263301.1	-1
HSCHR6_MHC_MCF	32197644	ENSG00000231618.6	1
17	7342825	ENSG00000272884.1	1
19	54818353	ENSG00000187116.9	-1
1	156211753	ENSG00000242252.1	1
1	38474930	ENSG00000183520.7	1
5	140718539	ENSG00000081853.13	1
16	20744986	ENSG00000066654.8	-1
16	90159562	ENSG00000261812.1	1
5	140723601	ENSG00000254245.1	1
3	57124010	ENSG00000144730.12	-1
19	54844456	ENSG00000239961.2	-1
14	24649601	ENSG00000259522.1	-1
9	117782806	ENSG00000041982.10	-1
11	130274820	ENSG00000134917.9	-1
5	179338651	ENSG00000113269.9	-1
5	140729828	ENSG00000254221.1	1
4	69681711	ENSG00000109181.7	1
1	16268364	ENSG00000116809.7	-1
2	49189296	ENSG00000170820.7	-1
7	65112081	ENSG00000269558.1	-1
2	44113647	ENSG00000138095.14	-1
20	37590942	ENSG00000101452.10	1
7	65338254	ENSG00000196715.5	1
19	16628700	ENSG00000085872.10	-1
11	417933	ENSG00000185101.8	-1
1	38509523	ENSG00000185668.5	-1
10	115438942	ENSG00000165806.15	1
6	31110216	ENSG00000204536.9	-1
X	152243996	ENSG00000257088.2	-1
HSCHR6_MHC_DBB	32336148	ENSG00000229741.3	-1
4	69794181	ENSG00000135220.6	-1
X	152341458	ENSG00000203902.2	-1
1	39303870	ENSG00000116954.7	-1
14	105675623	ENSG00000185024.11	-1
X	152481522	ENSG00000198681.5	-1
6	132021520	ENSG00000180658.2	-1
6	132029581	ENSG00000236761.4	-1
16	20791515	ENSG00000196678.9	-1
7	102740223	ENSG00000161048.7	-1
17	7440413	ENSG00000201489.1	-1
HG104_HG975_PATCH	144806103	ENSG00000261380.1	-1
X	152599613	ENSG00000063587.12	1
17	7466604	ENSG00000265500.1	1
16	61553	ENSG00000233614.5	1
11	130318869	ENSG00000166106.2	1
22	50941376	ENSG00000100258.13	-1
17	7476144	ENSG00000264772.2	1
7	65425671	ENSG00000169919.12	-1
17	7478031	ENSG00000209582.1	1
14	24658349	ENSG00000100926.10	-1
17	7480129	ENSG00000238917.1	1
X	114345185	ENSG00000130224.10	-1
X	152683780	ENSG00000189420.7	1
5	140734768	ENSG00000262576.1	1
17	7485282	ENSG00000233223.2	-1
11	130542851	ENSG00000175728.2	1
17	7514499	ENSG00000251860.1	1
17	7588578	ENSG00000262251.1	-1
17	7657638	ENSG00000240480.1	1
5	140739703	ENSG00000253910.1	1
9	117904097	ENSG00000173077.10	1
6	132129156	ENSG00000197594.7	1
11	86013253	ENSG00000149196.11	1
17	7191571	ENSG00000006047.8	-1
14	74523553	ENSG00000119711.8	-1
19	39989535	ENSG00000090932.6	1
5	140743898	ENSG00000253485.1	1
5	140749831	ENSG00000262209.1	1
16	67514	ENSG00000260803.1	-1
X	152710178	ENSG00000183479.8	-1
16	72910	ENSG00000231439.3	1
19	54865362	ENSG00000167613.11	-1
4	69917081	ENSG00000171234.9	1
16	79336	ENSG00000226942.2	-1
5	79407050	ENSG00000164300.11	-1
3	185224050	ENSG00000163898.5	-1
1	16330731	ENSG00000183888.4	1
16	140629	ENSG00000269482.1	1
9	118916083	ENSG00000182752.8	1
16	175736	ENSG00000228779.1	1
16	213121	ENSG00000206178.2	1
1	111833484	ENSG00000134216.14	1
16	58699013	ENSG00000103042.4	-1
3	101818088	ENSG00000170044.4	1
17	7809440	ENSG00000252835.1	1
17	7816642	ENSG00000179859.7	-1
19	40005753	ENSG00000186838.9	1
17	7858186	ENSG00000262492.1	1
7	94926988	ENSG00000005421.4	-1
17	7937805	ENSG00000238676.1	-1
1	16340523	ENSG00000173641.13	-1
17	7959543	ENSG00000263427.1	-1
11	130745331	ENSG00000120451.6	-1
17	7991374	ENSG00000264005.1	1
17	8076772	ENSG00000200463.1	-1
3	37903451	ENSG00000144677.10	1
16	218678	ENSG00000225323.1	1
17	40554470	ENSG00000177469.12	-1
17	8080130	ENSG00000266824.1	1
8	76320149	ENSG00000164749.7	1
17	8090493	ENSG00000266638.1	1
16	228553	ENSG00000207243.1	1
17	8102441	ENSG00000271002.1	-1
8	131792547	ENSG00000155897.5	-1
16	235747	ENSG00000268836.1	-1
17	8123960	ENSG00000178977.3	-1
16	281133	ENSG00000206168.1	1
19	4183351	ENSG00000089847.8	1
17	8128139	ENSG00000269928.1	-1
17	8181081	ENSG00000269947.1	1
12	53720362	ENSG00000170374.4	-1
17	8199823	ENSG00000271029.1	-1
17	8221406	ENSG00000226871.1	-1
5	179527795	ENSG00000146090.11	-1
HG104_HG975_PATCH	144873090	ENSG00000260968.1	-1
11	448268	ENSG00000174915.7	1
4	102268937	ENSG00000254531.1	1
10	99526508	ENSG00000120057.4	-1
4	70065669	ENSG00000213759.4	-1
9	119160439	ENSG00000256040.1	-1
10	99609996	ENSG00000155265.6	1
6	33168222	ENSG00000112473.12	1
19	4229495	ENSG00000105246.5	1
12	53773960	ENSG00000185591.5	1
17	1646130	ENSG00000167711.9	1
15	85523671	ENSG00000073417.10	1
19	40021630	ENSG00000176401.5	-1
X	114423963	ENSG00000175718.8	1
12	6456009	ENSG00000111319.8	-1
16	432097	ENSG00000236829.5	1
19	16660642	ENSG00000127526.9	-1
5	140753651	ENSG00000253731.1	1
1	39328636	ENSG00000214114.4	-1
1	111888910	ENSG00000173947.9	1
17	8232901	ENSG00000212206.1	1
17	8241015	ENSG00000266279.1	1
X	114524293	ENSG00000102021.6	1
19	40028890	ENSG00000176396.9	-1
7	102937869	ENSG00000105819.9	1
11	86085778	ENSG00000149201.5	1
2	136597196	ENSG00000076003.4	-1
5	140762467	ENSG00000253537.1	1
19	40093164	ENSG00000105198.6	1
HSCHR6_MHC_DBB	32382335	ENSG00000228987.5	1
16	489297	ENSG00000201034.1	-1
16	501404	ENSG00000230428.1	1
1	156213206	ENSG00000160781.11	-1
11	48002113	ENSG00000149177.8	1
16	542366	ENSG00000256323.1	1
16	585316	ENSG00000266124.1	1
16	593277	ENSG00000266235.1	1
22	50946645	ENSG00000025770.14	1
16	597185	ENSG00000261691.1	-1
12	22199108	ENSG00000111726.8	1
16	653555	ENSG00000196674.1	1
1	39330175	ENSG00000131233.8	-1
16	691039	ENSG00000197727.1	-1
16	698473	ENSG00000228201.1	-1
5	140767452	ENSG00000253953.1	1
19	40146534	ENSG00000249861.3	1
16	705034	ENSG00000262528.1	-1
16	728504	ENSG00000260394.2	-1
16	58741035	ENSG00000125166.8	-1
10	115511213	ENSG00000148735.10	1
5	140772381	ENSG00000253767.1	1
7	29034847	ENSG00000106066.9	-1
1	111956936	ENSG00000085465.11	-1
11	48238344	ENSG00000175619.2	1
5	140782520	ENSG00000261934.1	1
11	48266608	ENSG00000172208.3	1
19	40194946	ENSG00000006659.8	1
1	39351479	ENSG00000158315.6	-1
11	48285413	ENSG00000176567.1	1
7	130033612	ENSG00000106477.14	-1
4	102332443	ENSG00000153064.7	1
5	140787770	ENSG00000253305.1	1
11	48327775	ENSG00000176555.1	1
16	739001	ENSG00000261659.2	1
16	760746	ENSG00000259840.1	-1
16	820183	ENSG00000207579.1	1
20	39314488	ENSG00000204103.2	-1
11	48346472	ENSG00000176547.7	1
5	140792743	ENSG00000253846.1	1
7	94989256	ENSG00000105852.6	-1
11	48387037	ENSG00000176540.3	-1
17	8268881	ENSG00000265749.1	1
16	20817751	ENSG00000005189.15	1
19	16685718	ENSG00000105085.6	-1
11	48510269	ENSG00000237388.2	1
1	39456895	ENSG00000174574.11	1
5	79615444	ENSG00000164299.5	1
HSCHR6_MHC_DBB	32516731	ENSG00000236884.3	-1
20	39657458	ENSG00000198900.5	1
17	8414443	ENSG00000252363.1	1
17	8450235	ENSG00000241708.2	-1
11	49050504	ENSG00000182053.8	1
2	171568961	ENSG00000222033.1	-1
14	24658363	ENSG00000254692.1	-1
5	179660143	ENSG00000050748.13	-1
1	16345370	ENSG00000186510.7	1
19	16688453	ENSG00000268790.1	-1
5	140797427	ENSG00000254122.1	1
14	74551499	ENSG00000205659.6	1
11	49075266	ENSG00000214891.4	-1
9	119187504	ENSG00000148219.12	-1
16	59743897	ENSG00000260240.1	-1
5	140800762	ENSG00000253873.1	1
14	24674903	ENSG00000139908.10	1
10	99624757	ENSG00000095713.9	-1
1	111982512	ENSG00000116455.9	-1
17	7210318	ENSG00000132507.13	1
3	57231944	ENSG00000163666.4	-1
5	140810185	ENSG00000253159.1	1
19	4247076	ENSG00000105248.11	1
8	77593454	ENSG00000091656.11	1
HSCHR6_MHC_MCF	32208792	ENSG00000240592.1	1
1	156219015	ENSG00000198952.7	-1
3	48673902	ENSG00000008300.10	-1
11	131240373	ENSG00000182667.10	1
3	127317066	ENSG00000073111.9	1
17	1665253	ENSG00000132386.6	1
17	40610862	ENSG00000033627.10	1
HSCHR6_MHC_DBB	32574291	ENSG00000236418.3	1
5	79703832	ENSG00000039319.12	1
19	4278598	ENSG00000105251.6	1
X	152713124	ENSG00000213397.6	-1
11	494512	ENSG00000023191.12	-1
16	61681146	ENSG00000150394.9	-1
4	70146217	ENSG00000135226.12	1
1	111991486	ENSG00000116459.6	1
6	132269316	ENSG00000118523.5	-1
17	76849059	ENSG00000035862.8	-1
19	4292229	ENSG00000167664.4	-1
20	39765600	ENSG00000124181.10	1
11	86152150	ENSG00000151376.12	-1
3	38029550	ENSG00000136059.10	1
12	22216707	ENSG00000111728.6	-1
1	39491990	ENSG00000168653.6	1
5	60240956	ENSG00000164182.6	1
9	119449581	ENSG00000119401.10	1
3	105085753	ENSG00000170017.8	1
11	49168187	ENSG00000086205.12	-1
1	112016414	ENSG00000143110.7	1
16	933780	ENSG00000260022.1	1
HSCHR6_MHC_MCF	32212421	ENSG00000235758.5	-1
16	950520	ENSG00000260316.1	-1
16	971033	ENSG00000260439.1	1
14	54893654	ENSG00000100528.7	-1
9	120466610	ENSG00000136869.13	1
19	4304597	ENSG00000105255.6	1
12	53817639	ENSG00000135409.6	1
16	1025761	ENSG00000260807.2	-1
3	57261765	ENSG00000157500.6	1
19	40221890	ENSG00000105205.6	-1
19	40267235	ENSG00000213921.6	1
1	16370272	ENSG00000184908.13	1
HG104_HG975_PATCH	144898514	ENSG00000260485.1	-1
16	1041148	ENSG00000260496.2	-1
9	121915736	ENSG00000078725.8	-1
1	112025970	ENSG00000121933.13	-1
2	136664247	ENSG00000115866.6	-1
1	156252726	ENSG00000163472.14	1
8	132916335	ENSG00000132294.9	1
HSCHR6_MHC_MCF	32222563	ENSG00000225452.5	1
14	24678789	ENSG00000254505.4	-1
X	114795501	ENSG00000102024.13	1
10	6392278	ENSG00000212743.1	1
9	122257653	ENSG00000260970.1	1
1	16384264	ENSG00000185519.8	-1
12	53835389	ENSG00000205352.6	1
5	140855580	ENSG00000240184.2	1
19	16741562	ENSG00000214046.4	-1
5	140864741	ENSG00000242419.1	1
11	86502101	ENSG00000150687.7	1
2	242432089	ENSG00000115694.10	-1
19	40315990	ENSG00000105204.9	-1
1	112084840	ENSG00000116473.10	1
17	76866992	ENSG00000178404.5	-1
12	48366748	ENSG00000139219.13	-1
10	6469105	ENSG00000065675.10	-1
7	65540785	ENSG00000126522.12	1
5	60411538	ENSG00000269267.1	-1
16	20866247	ENSG00000188215.5	-1
5	60453536	ENSG00000188725.3	-1
1	16450832	ENSG00000142627.9	-1
7	95034175	ENSG00000105854.8	-1
16	1114093	ENSG00000261713.2	-1
4	103172198	ENSG00000138821.8	-1
16	1115240	ENSG00000261720.1	1
16	1115299	ENSG00000181791.1	-1
16	1153280	ENSG00000260702.2	-1
16	20911190	ENSG00000102897.5	1
1	112223252	ENSG00000197852.8	-1
16	1161627	ENSG00000260532.1	1
16	1206976	ENSG00000260403.1	-1
4	70345883	ENSG00000156096.8	-1
16	1209548	ENSG00000259910.1	-1
16	1256560	ENSG00000261294.1	-1
16	1307340	ENSG00000260182.1	1
16	1310953	ENSG00000196364.7	-1
19	54926393	ENSG00000167614.9	1
16	1323752	ENSG00000261564.1	-1
16	1330162	ENSG00000260991.2	-1
16	1336352	ENSG00000260284.1	-1
16	1344552	ENSG00000260710.1	-1
11	86656721	ENSG00000174804.3	-1
16	1367892	ENSG00000261505.1	-1
7	29161890	ENSG00000106069.16	1
16	1379079	ENSG00000219274.1	1
1	156259880	ENSG00000198715.7	-1
16	1408901	ENSG00000260425.1	-1
16	1429290	ENSG00000265529.1	-1
16	1458835	ENSG00000260132.1	1
16	1495344	ENSG00000261641.2	1
16	1501761	ENSG00000260051.1	1
16	1517674	ENSG00000261430.1	-1
16	1527831	ENSG00000219027.2	1
8	133036467	ENSG00000258417.2	-1
14	54941202	ENSG00000197045.8	-1
4	70454135	ENSG00000173610.7	-1
14	74706175	ENSG00000119614.2	1
HSCHR6_MHC_MCF	32225175	ENSG00000230514.7	-1
16	64977656	ENSG00000140937.9	-1
1	112297867	ENSG00000064703.7	1
8	133036467	ENSG00000253117.4	-1
15	85923802	ENSG00000170776.15	1
6	132617194	ENSG00000079931.10	-1
X	152751314	ENSG00000224963.2	1
17	76967320	ENSG00000108679.8	-1
7	130126012	ENSG00000106484.10	1
8	133073733	ENSG00000132297.7	-1
8	77892494	ENSG00000164751.10	-1
11	86748886	ENSG00000166575.12	1
3	185300284	ENSG00000163904.8	1
3	193310933	ENSG00000198836.4	1
6	132767006	ENSG00000079950.9	-1
16	20944433	ENSG00000158486.9	-1
14	24683143	ENSG00000213920.4	-1
19	16771938	ENSG00000072954.2	1
12	6484211	ENSG00000111321.6	1
X	152760397	ENSG00000182492.11	1
17	7214643	ENSG00000132522.11	-1
4	70454135	ENSG00000271271.1	-1
5	60628100	ENSG00000130449.5	1
19	54960065	ENSG00000167615.12	1
6	132859429	ENSG00000237110.1	1
6	132873832	ENSG00000146385.1	1
10	99627889	ENSG00000269783.1	1
6	132891461	ENSG00000146383.7	1
8	79428374	ENSG00000171033.8	1
14	24683161	ENSG00000255526.2	-1
1	112313284	ENSG00000171385.5	-1
1	156268415	ENSG00000189030.8	-1
6	132909731	ENSG00000135569.3	-1
14	74752126	ENSG00000119688.16	-1
6	132938161	ENSG00000146378.5	-1
12	101549271	ENSG00000256870.2	-1
4	70454912	ENSG00000270386.1	-1
11	49973943	ENSG00000258817.1	1
6	132966123	ENSG00000146399.1	-1
1	16524349	ENSG00000142632.12	-1
11	50003009	ENSG00000221954.2	-1
14	54976530	ENSG00000100532.7	1
11	51411378	ENSG00000221840.2	-1
10	99894387	ENSG00000166024.9	1
6	133002729	ENSG00000112299.7	-1
11	51435459	ENSG00000225997.1	-1
8	79578282	ENSG00000104427.7	1
11	51515282	ENSG00000185926.1	1
22	50961997	ENSG00000130489.8	-1
11	55029658	ENSG00000150244.8	1
1	112938803	ENSG00000143079.10	1
1	16555368	ENSG00000204377.3	-1
11	55110627	ENSG00000181961.2	1
7	65552756	ENSG00000249319.1	1
11	55135360	ENSG00000181958.3	1
1	16558195	ENSG00000132881.7	-1
5	60933535	ENSG00000178722.8	1
11	55321783	ENSG00000181939.2	1
4	70586880	ENSG00000173597.4	-1
3	38048987	ENSG00000187091.9	-1
5	179727690	ENSG00000131459.8	-1
19	54972981	ENSG00000182909.5	-1
11	55339604	ENSG00000181935.3	1
12	101673887	ENSG00000120800.4	1
7	102952921	ENSG00000105821.10	-1
19	54976210	ENSG00000167617.2	-1
19	16830787	ENSG00000188039.9	1
7	65579591	ENSG00000241258.2	1
11	55370830	ENSG00000172188.4	-1
19	4324040	ENSG00000178078.7	-1
11	55405834	ENSG00000181927.2	1
1	16573334	ENSG00000037637.6	-1
1	113009163	ENSG00000134245.13	1
11	55418380	ENSG00000174982.2	1
11	55432614	ENSG00000181903.3	1
8	79587978	ENSG00000104432.8	-1
17	1682779	ENSG00000186532.7	-1
11	87846410	ENSG00000123892.7	-1
19	55009100	ENSG00000167618.5	1
22	50964181	ENSG00000025708.8	-1
11	55540914	ENSG00000198877.1	1
11	55563032	ENSG00000186113.1	1
20	39807088	ENSG00000174306.17	-1
11	55578854	ENSG00000186117.2	1
11	55587086	ENSG00000186119.6	1
16	66400533	ENSG00000179776.13	1
4	70676498	ENSG00000109193.6	-1
11	55594695	ENSG00000205030.1	1
14	24686058	ENSG00000129559.8	-1
1	16679070	ENSG00000055070.12	1
11	55606228	ENSG00000205029.1	1
11	55650773	ENSG00000124900.8	1
5	61601989	ENSG00000068796.12	1
6	133043926	ENSG00000093134.9	-1
22	50968139	ENSG00000177989.9	-1
3	48701364	ENSG00000213672.3	-1
20	39969560	ENSG00000132793.7	1
19	55043909	ENSG00000104970.6	1
19	4343524	ENSG00000008382.11	1
8	80523049	ENSG00000104435.9	1
9	123151147	ENSG00000136861.13	-1
22	50986462	ENSG00000130487.4	1
22	50989541	ENSG00000217442.3	-1
11	55681126	ENSG00000187612.1	-1
4	103422486	ENSG00000109320.7	1
3	105374305	ENSG00000114423.14	-1
11	55702932	ENSG00000167825.3	-1
11	55734975	ENSG00000174970.2	-1
20	39988606	ENSG00000183798.4	-1
11	55761157	ENSG00000149133.1	-1
11	88026760	ENSG00000109861.11	-1
11	55797895	ENSG00000181785.1	1
11	55860753	ENSG00000172154.4	1
2	242498136	ENSG00000176720.3	1
11	55872519	ENSG00000181767.1	1
11	55889849	ENSG00000181761.5	1
10	100007447	ENSG00000138131.3	-1
11	55904247	ENSG00000167822.1	-1
19	16940211	ENSG00000127511.5	1
11	55926870	ENSG00000181752.3	-1
12	53835525	ENSG00000197111.11	1
2	242523820	ENSG00000176946.7	-1
19	4360367	ENSG00000141985.5	-1
17	7215980	ENSG00000261915.2	-1
12	48413554	ENSG00000257955.1	-1
19	55084387	ENSG00000239998.1	1
4	70796799	ENSG00000126545.9	1
2	136871919	ENSG00000121966.6	-1
14	55033815	ENSG00000020577.9	1
5	179921412	ENSG00000113300.7	1
20	40030741	ENSG00000124177.10	-1
1	16713612	ENSG00000187144.7	-1
8	133133108	ENSG00000184156.11	-1
11	55944094	ENSG00000174957.1	1
11	55978334	ENSG00000254658.1	-1
11	55999490	ENSG00000181718.4	-1
16	66461200	ENSG00000166546.9	1
12	22601517	ENSG00000111731.8	-1
11	56019676	ENSG00000172489.5	1
16	21169698	ENSG00000011638.6	1
11	56043029	ENSG00000181698.2	1
11	56057529	ENSG00000181693.6	-1
12	6554033	ENSG00000139193.3	1
16	66503715	ENSG00000260851.2	-1
11	56085783	ENSG00000181689.1	1
16	66516775	ENSG00000247270.2	-1
11	56113421	ENSG00000150261.2	1
11	56127691	ENSG00000172487.3	1
11	56143100	ENSG00000172199.1	1
3	127348024	ENSG00000114631.10	1
14	24701628	ENSG00000100938.13	1
7	65670186	ENSG00000169902.9	1
X	114952650	ENSG00000228532.2	-1
11	56180172	ENSG00000272987.1	1
22	51007290	ENSG00000205560.8	-1
12	48436681	ENSG00000079387.9	-1
11	56184734	ENSG00000174942.1	-1
X	115301975	ENSG00000180772.6	1
8	133584320	ENSG00000129295.4	-1
11	56229945	ENSG00000150269.1	-1
11	56236964	ENSG00000174937.2	-1
15	86302554	ENSG00000183655.11	-1
17	76987799	ENSG00000171302.12	-1
11	56257825	ENSG00000181371.2	-1
1	16767167	ENSG00000157191.15	1
11	56309746	ENSG00000255223.2	-1
16	21208773	ENSG00000103310.6	-1
X	115567790	ENSG00000087916.7	1
11	56344212	ENSG00000254834.2	-1
12	6560856	ENSG00000139192.7	1
11	56380031	ENSG00000255012.1	-1
11	56408942	ENSG00000172464.2	-1
11	56431138	ENSG00000172459.2	1
7	65939543	ENSG00000267941.1	1
9	123363091	ENSG00000106780.7	-1
15	86685227	ENSG00000166748.8	1
19	4402659	ENSG00000167670.11	1
10	13685706	ENSG00000151474.15	-1
8	80676245	ENSG00000164683.12	-1
17	1732996	ENSG00000132383.7	1
7	29603427	ENSG00000176532.3	1
16	21244986	ENSG00000175311.5	1
7	66093868	ENSG00000243335.4	1
9	123514256	ENSG00000119402.12	-1
16	66541906	ENSG00000166548.11	-1
17	17746828	ENSG00000175662.13	-1
7	29846102	ENSG00000122574.6	1
3	57302375	ENSG00000239388.4	-1
2	242576628	ENSG00000168397.12	1
11	88237744	ENSG00000168959.10	-1
X	115592849	ENSG00000204019.4	-1
HSCHR6_MHC_MCF	32228948	ENSG00000236353.3	-1
7	95107756	ENSG00000005981.8	1
2	137523115	ENSG00000144229.7	1
